iter	RMSE
1106	0.5990208441
1107	0.5989463382
1108	0.5988777096
1109	0.5988625628
1110	0.5988362334
1111	0.5988079465
1112	0.5987946775
1113	0.5987720276
1114	0.5987341793
1115	0.5986987027
1116	0.5986625359
1117	0.5986401891
1118	0.5986078188
1119	0.5985585519
1120	0.5985399711
1121	0.598501635
1122	0.5984764017
1123	0.5984494321
1124	0.5984083663
1125	0.5983564549
1126	0.5983391804
1127	0.5983077439
1128	0.5982804874
1129	0.5982528213
1130	0.5981802073
1131	0.5981504969
1132	0.5981113203
1133	0.5980962417
1134	0.5980762699
1135	0.5980348043
1136	0.598013986
1137	0.5979767764
1138	0.5979574526
1139	0.5979246731
1140	0.5978543618
1141	0.5977956631
1142	0.5977447688
1143	0.5976807883
1144	0.5976549233
1145	0.5976210414
1146	0.5975853537
1147	0.5975701177
1148	0.5975313422
1149	0.5974958135
1150	0.5974602617
1151	0.5974303488
1152	0.5973696878
1153	0.5973041287
1154	0.5972321281
1155	0.5971987898
1156	0.5971753978
1157	0.5971630974
1158	0.5971345643
1159	0.5971061451
1160	0.5970582292
1161	0.5970377172
1162	0.5969874142
1163	0.5969604687
1164	0.5969042643
1165	0.596871125
1166	0.5968563887
1167	0.5968155424
1168	0.5967723686
1169	0.5967246102
1170	0.5966822337
1171	0.5966637656
1172	0.5966090755
1173	0.5965606374
1174	0.5965032801
1175	0.5964592547
1176	0.5964203664
1177	0.5963922114
1178	0.5963621102
1179	0.5963350719
1180	0.5963205663
1181	0.5962760291
1182	0.5962629936
1183	0.5962176707
1184	0.5961944124
1185	0.5961096324
1186	0.5960844664
1187	0.5960541363
1188	0.5960364637
1189	0.5960203313
1190	0.5959958346
1191	0.5959724303
1192	0.5959542714
1193	0.5959261019
1194	0.5958841386
1195	0.5958633484
1196	0.5958374643
1197	0.5957852554
1198	0.595767967
1199	0.5957452188
1200	0.5956698978
1201	0.5956248734
1202	0.5955977381
1203	0.5955673795
1204	0.5955023893
1205	0.5954764859
1206	0.5954438703
1207	0.5954214448
1208	0.5953615288
1209	0.5952985096
1210	0.5952558425
1211	0.5952393208
1212	0.5952220226
1213	0.5951951265
1214	0.5951707366
1215	0.595152493
1216	0.5951129372
1217	0.59509016
1218	0.5950737781
1219	0.5950508958
1220	0.5950416744
1221	0.5949887815
1222	0.5949456518
1223	0.5949273455
1224	0.5948616473
1225	0.5948268924
1226	0.5948086823
1227	0.5947614181
1228	0.5947148217
1229	0.5947011888
1230	0.5946505117
1231	0.5946331826
1232	0.5945871397
1233	0.5945713936
1234	0.594554492
1235	0.594518233
1236	0.5944997658
1237	0.5944613735
1238	0.5944433732
1239	0.5944189535
1240	0.5943449056
1241	0.5943158815
1242	0.5942884984
1243	0.5942444484
1244	0.5942204146
1245	0.5941740491
1246	0.5941442288
1247	0.594128747
1248	0.594113592
1249	0.5940915696
1250	0.5940639416
1251	0.5940215495
1252	0.5939982463
1253	0.5939857747
1254	0.5939407301
1255	0.5939187318
1256	0.5939002161
1257	0.5938452617
1258	0.593827922
1259	0.5938038377
1260	0.5937711635
1261	0.5937437949
1262	0.5937211063
1263	0.5937056543
1264	0.5936801598
1265	0.5936516944
1266	0.5935776741
1267	0.5935653942
1268	0.5935264273
1269	0.5935135071
1270	0.5934917335
1271	0.5934499219
1272	0.5934084867
1273	0.593379956
1274	0.5933548989
1275	0.5933077231
1276	0.5932916184
1277	0.5932522752
1278	0.5932348624
1279	0.5931851275
1280	0.5931693825
1281	0.5931250981
1282	0.593099066
1283	0.5930587747
1284	0.5930309824
1285	0.5930152433
1286	0.5929754054
1287	0.5929531487
1288	0.5929359182
1289	0.5929047699
1290	0.5928607228
1291	0.5928375659
1292	0.5927963979
1293	0.5927836335
1294	0.5927558897
1295	0.5927317717
1296	0.5926861354
1297	0.5926512858
1298	0.5926349338
1299	0.5926086601
1300	0.5925893705
1301	0.5925406491
1302	0.5925238142
1303	0.5925050626
1304	0.5924438141
1305	0.5924288238
1306	0.5924169
1307	0.592400063
1308	0.5923751016
1309	0.5923507672
1310	0.5923231004
1311	0.5923068088
1312	0.5922579998
1313	0.5922443152
1314	0.5921820066
1315	0.5921537549
1316	0.5921246392
1317	0.5921030773
1318	0.5920693209
1319	0.5920343296
1320	0.5920113278
1321	0.5919909345
1322	0.5919610709
1323	0.5919410373
1324	0.5919016425
1325	0.5918679057
1326	0.5918414195
1327	0.5917941906
1328	0.5917407564
1329	0.5917258966
1330	0.591709681
1331	0.591652726
1332	0.5916322972
1333	0.5916155355
1334	0.5915978277
1335	0.5915596309
1336	0.5915060935
1337	0.5914866114
1338	0.5914588449
1339	0.5914358565
1340	0.5914124449
1341	0.5913770758
1342	0.5913419937
1343	0.5913024716
1344	0.5912884226
1345	0.5912614199
1346	0.5912402072
1347	0.5911872923
1348	0.5911624818
1349	0.5911005531
1350	0.5910675789
1351	0.5910458604
1352	0.5910246744
1353	0.5910155329
1354	0.5909592935
1355	0.5909168562
1356	0.5908920503
1357	0.5908690847
1358	0.5908337503
1359	0.5908116342
1360	0.5907685738
1361	0.5907543208
1362	0.5907296725
1363	0.5907085246
1364	0.590670364
1365	0.5906449119
1366	0.5906298323
1367	0.5906177177
1368	0.5905951155
1369	0.5905677739
1370	0.59050928
1371	0.590470231
1372	0.590462397
1373	0.5904439488
1374	0.5904268243
1375	0.5903846846
1376	0.5903498594
1377	0.5903390767
1378	0.5903118953
1379	0.5902962373
1380	0.5902409989
1381	0.5901983478
1382	0.5901634274
1383	0.5901517308
1384	0.5901232909
1385	0.5900731218
1386	0.5900570307
1387	0.5900369067
1388	0.5900242726
1389	0.5899834499
1390	0.5899223246
1391	0.5898983405
1392	0.5898782317
1393	0.5898581594
1394	0.5898466836
1395	0.5898230451
1396	0.5898139744
1397	0.5898031575
1398	0.589778976
1399	0.5897241177
1400	0.5897086727
1401	0.5896657163
1402	0.5896423048
1403	0.5896303664
1404	0.5895999714
1405	0.5895593808
1406	0.5895404243
1407	0.5894968627
1408	0.5894830848
1409	0.5894287742
1410	0.5894122043
1411	0.5893945028
1412	0.589379617
1413	0.5893665214
1414	0.5893538947
1415	0.5893169341
1416	0.5892920944
1417	0.5892608598
1418	0.5892143663
1419	0.5891776454
1420	0.5891641624
1421	0.5891408817
1422	0.5890982008
1423	0.5890832882
1424	0.5890646718
1425	0.5890502098
1426	0.5889958246
1427	0.5889722196
1428	0.5889327564
1429	0.5889224247
1430	0.5889023646
1431	0.5888878316
1432	0.5888722437
1433	0.5888273321
1434	0.5887904772
1435	0.5887528791
1436	0.5887208102
1437	0.5886929012
1438	0.5886571965
1439	0.5886172757
1440	0.5885622546
1441	0.5885428917
1442	0.5885055167
1443	0.5884677168
1444	0.5884266957
1445	0.5884106879
1446	0.5883936568
1447	0.5883805101
1448	0.5883644985
1449	0.588308916
1450	0.5882879266
1451	0.5882704434
1452	0.5882392416
1453	0.5882104682
1454	0.5881857064
1455	0.5881452759
1456	0.5880991488
1457	0.5880816099
1458	0.5880441454
1459	0.5880300962
1460	0.5879968897
1461	0.5879722475
1462	0.5879547283
1463	0.5879367839
1464	0.5879198665
1465	0.587882369
1466	0.5878542956
1467	0.5878311728
1468	0.5878169403
1469	0.5877967497
1470	0.5877488354
1471	0.5876928626
1472	0.587676054
1473	0.5876504384
1474	0.5876092299
1475	0.5875987848
1476	0.5875815301
1477	0.5875238559
1478	0.5875045776
1479	0.5874860645
1480	0.5874675216
1481	0.5874520205
1482	0.5874256277
1483	0.5873789728
1484	0.5873668381
1485	0.5873502874
1486	0.5873054729
1487	0.5872715522
1488	0.5872541637
1489	0.5872264276
1490	0.5872003883
1491	0.5871797541
1492	0.5871514467
1493	0.5871338685
1494	0.5871214988
1495	0.5870966245
1496	0.5870663327
1497	0.5870389848
1498	0.5870260326
1499	0.5869928966
1500	0.5869749727
1501	0.5869563501
1502	0.5869264005
1503	0.5869025093
1504	0.5868895371
1505	0.5868473418
1506	0.5868068751
1507	0.5867848873
1508	0.5867667795
1509	0.5867371781
1510	0.5867225247
1511	0.5867056466
1512	0.5866795715
1513	0.5866444278
1514	0.5866301849
1515	0.5865909199
1516	0.5865760793
1517	0.5865334538
1518	0.586513167
